Type,TAG,NEXT BLK,DESCRIPTION,Full Address,Clean_Address_BCD,Clean_Address,New_Address
AI,STERILIZER_STATUS_PASSTHRU,YP_STER_STATUS,1'=Prod 2=S/D 3=CIP 4=Park',OMR_GW2.STER.DM420@BCD,DM420@BCD,DM420,STERILIZER_RUNNING_STATUS
AI,STER_CIP_COND_STPT,,Sterilizer CIP Conductivity Setpoint (mS),OMR_GW2.STER.DM411@BCD,DM411@BCD,DM411,STER_CIP_COND_STPT
AO,STER_FLOW_STPT_AO,,,OMR_GW2.STER.DM531@bcd,DM531@bcd,DM531,STER_FLOW_STPT_AI
AO,STER_LEVEL_SEP_STPT_AO,,,OMR_GW2.STER.DM521@BCD,DM521@BCD,DM521,STER_LEVEL_SEP_STPT_AI
AO,STER_VAC_STPT_AO,,,OMR_GW2.STER.DM511,DM511,DM511,STER_VAC_STPT_AR
AO,STER_TR74_STPT_AO,,,OMR_GW2.STER.DM501,DM501,DM501,STER_TR74_STPT_AI
DI,STER_CIP_CS17,,FLUSH TO DRAIN,OMR_GW2.STER.IR422.0,IR422.0,IR422.0,STER_CIP_CS17
DI,STER_CIP_CS16,,EMPTY BALANCE TANK,OMR_GW2.STER.IR421.14,IR421.14,IR421.14,STER_CIP_CS16
DI,STER_CIP_CS15,,RECIRCULATION,OMR_GW2.STER.IR421.12,IR421.12,IR421.12,STER_CIP_CS15
DI,STER_CIP_CS14,,RINSE #2,OMR_GW2.STER.IR421.10,IR421.10,IR421.10,STER_CIP_CS14
DI,STER_CIP_CS13,,EMPTY BALANCE TANK,OMR_GW2.STER.IR421.8,IR421.8,IR421.8,STER_CIP_CS13
DI,STER_CIP_CS12,,DETERGENT WASH,OMR_GW2.STER.IR421.6,IR421.6,IR421.6,STER_CIP_CS12
DI,STER_CIP_CS11,,RECIRCULATION DONE,OMR_GW2.STER.IR421.4,IR421.4,IR421.4,STER_CIP_CS11
DI,STER_CIP_CS10,,RECIRCULATION,OMR_GW2.STER.IR421.2,IR421.2,IR421.2,STER_CIP_CS10
DI,STER_CIP_CS18,,RECIRCULATION,OMR_GW2.STER.IR422.2,IR422.2,IR422.2,STER_CIP_CS18
DI,STER_CIP_CS9,,FLUSH TO DRAIN,OMR_GW2.STER.IR421.0,IR421.0,IR421.0,STER_CIP_CS9
DI,STER_CIP_CS19,,ADVANCE,OMR_GW2.STER.IR422.4,IR422.4,IR422.4,STER_CIP_CS19
DI,STER_CIP_CS20,,ACID WASH,OMR_GW2.STER.IR422.6,IR422.6,IR422.6,STER_CIP_CS20
DI,STER_CIP_CS8,,EMPTY BALANCE TANK,OMR_GW2.STER.IR420.14,IR420.14,IR420.14,STER_CIP_CS8
DI,STER_CIP_CS21,,EMPTY BALANCE TANK,OMR_GW2.STER.IR422.8,IR422.8,IR422.8,STER_CIP_CS21
DI,STER_CIP_CS7,,RINSE RECIRCULATION,OMR_GW2.STER.IR420.12,IR420.12,IR420.12,STER_CIP_CS7
DI,STER_CIP_CS6,,PRE-RINSE DONE,OMR_GW2.STER.IR420.10,IR420.10,IR420.10,STER_CIP_CS6
DI,STER_CIP_CS5,,START STEAM,OMR_GW2.STER.IR420.8,IR420.8,IR420.8,STER_CIP_CS5
DI,STER_CIP_CS22,,RINSE #3,OMR_GW2.STER.IR422.10,IR422.10,IR422.10,STER_CIP_CS22
DI,STER_CIP_CS4,,VOTATOR PULSATION,OMR_GW2.STER.IR420.6,IR420.6,IR420.6,STER_CIP_CS4
DI,STER_CIP_CS3,,BALANCE TANK LEVEL CONTROL,OMR_GW2.STER.IR420.4,IR420.4,IR420.4,STER_CIP_CS3
DI,STER_CIP_CS2,,EMPTY BALANCE TANK,OMR_GW2.STER.IR420.2,IR420.2,IR420.2,STER_CIP_CS2
DI,STER_CIP_CS1,,CIP STARTED,OMR_GW2.STER.IR420.0,IR420.0,IR420.0,STER_CIP_CS1
DI,STER_CIP_COND1_DI,,Sterilizer CIP Conductivity < 80mS,OMR_GW2.STER.IR490.06,IR490.06,IR490.06,STER_CIP_COND1_DI
DI,STER_CIP_CS23,,RECIRCULATION,OMR_GW2.STER.IR422.12,IR422.12,IR422.12,STER_CIP_CS23
DI,STER_CIP_CS24,,EMPTY BALANCE TANK,OMR_GW2.STER.IR422.14,IR422.14,IR422.14,STER_CIP_CS24
DI,STER_CIP_CS25,,STOP FEED,OMR_GW2.STER.IR423.0,IR423.0,IR423.0,STER_CIP_CS25
DI,STER_SHUTDOWN_SS4,,EMPTY SEPARATOR,OMR_GW2.STER.IR450.6,IR450.6,IR450.6,STER_SHUTDOWN_SS4
DI,STER_CIP_CS26,,CIP DONE,OMR_GW2.STER.IR423.2,IR423.2,IR423.2,STER_CIP_CS26
DI,STER_SHUTDOWN_SS5,,REBUILT SEPARATOR LEVEL,OMR_GW2.STER.IR450.8,IR450.8,IR450.8,STER_SHUTDOWN_SS5
DI,STER_CIP_AUTO_PB_DI,,,OMR_GW2.STER.IR482.1,IR482.1,IR482.1,STER_CIP_AUTO_PB_DI
DI,STER_SHUTDOWN_SS6,,WATER TO DRAIN,OMR_GW2.STER.IR450.10,IR450.10,IR450.10,STER_SHUTDOWN_SS6
DI,STER_SHUTDOWN_SS7,,RECIRCULATION,OMR_GW2.STER.IR450.12,IR450.12,IR450.12,STER_SHUTDOWN_SS7
DI,STER_SHUTDOWN_SS8,,EMPTY STERILE TANK,OMR_GW2.STER.IR450.14,IR450.14,IR450.14,STER_SHUTDOWN_SS8
DI,STER_CHEM_IN_PARK_POSITION,STER_CHEM_IN_PARK_TIMESTAMP,,OMR_GW2.STER.IR1.10,IR1.10,IR1.10,STER_CHEM_IN_PARK_POSITION
DI,STER_CAUSTIC_PMP,,Sterilizer Caustic Pump Status,OMR_GW2.STER.IR2.15,IR2.15,IR2.15,STER_CAUSTIC_PMP
DI,STER_490_11,,,OMR_GW2.STER.IR490.11,IR490.11,IR490.11,STER_490_11
DI,STER_490_10,,,OMR_GW2.STER.IR490.10,IR490.10,IR490.10,STER_490_10
DI,STER_SHUTDOWN_SS9,,FORWARD,OMR_GW2.STER.IR451.0,IR451.0,IR451.0,STER_SHUTDOWN_SS9
DI,STER_SHUTDOWN_SS10,,RECIRCULATION,OMR_GW2.STER.IR451.2,IR451.2,IR451.2,STER_SHUTDOWN_SS10
DI,STER_SHUTDOWN_SS11,,STOP STEAM,OMR_GW2.STER.IR451.4,IR451.4,IR451.4,STER_SHUTDOWN_SS11
DI,STER_SHUTDOWN_SS12,,SHUTDOWN COMPLETE,OMR_GW2.STER.IR451.6,IR451.6,IR451.6,STER_SHUTDOWN_SS12
DI,STER_SHUTDOWN_SS3,,WATER FEED,OMR_GW2.STER.IR450.4,IR450.4,IR450.4,STER_SHUTDOWN_SS3
DI,STER_CIP_MANUAL_PB_DI,,,OMR_GW2.STER.IR482.0,IR482.0,IR482.0,STER_CIP_MANUAL_PB_DI
DI,STER_SHUTDOWN_SS2,,STOP GELATIN FEED,OMR_GW2.STER.IR450.2,IR450.2,IR450.2,STER_SHUTDOWN_SS2
DI,STER_CIP_MONTH_PB_DI,,,OMR_GW2.STER.IR482.2,IR482.2,IR482.2,STER_CIP_MONTH_PB_DI
DI,STER_SHUTDOWN_SS1,,SHUTDOWN STARTED,OMR_GW2.STER.IR450.0,IR450.0,IR450.0,STER_SHUTDOWN_SS1
DI,STER_CIP_SHORT_PB_DI,,,OMR_GW2.STER.IR482.3,IR482.3,IR482.3,STER_CIP_SHORT_PB_DI
DI,STER_CIP_SQT_CIPSTART_TRIGGER,,ir:420:00,OMR_GW2.STER.IR420.0,IR420.0,IR420.0,STER_CIP_CS1
DI,STER_CIP_SQT_CIPSTOP_TRIGGER,,IR 422:12,OMR_GW2.STER.IR422.12,IR422.12,IR422.12,STER_CIP_CS23
DI,STER_CIP_SQT_GELSTER_TRIGGER,,IR 401:12,OMR_GW2.STER.IR401.12,IR401.12,IR401.12,STER_PROCESS_PS15
DI,STER_CIP_SQT_PRODSTART_TRIGGER,,IR 400:00,OMR_GW2.STER.IR400.0,IR400.0,IR400.0,STER_PROCESS_PS1
DI,STER_CIP_SQT_PURGE_TRIGGER,,IR 450.00,OMR_GW2.STER.IR450.0,IR450.0,IR450.0,STER_SHUTDOWN_SS1
DI,STER_CIP_START_DI,STER_CIP_START_DI_TIMESTAMP,,OMR_GW2.STER.IR420.0,IR420.0,IR420.0,STER_CIP_CS1
DI,STER_SANITIZER_PMP,,Sterilizer Sanitizer Pump Status,OMR_GW2.STER.IR2.14,IR2.14,IR2.14,STER_SANITIZER_PMP
DI,STER_CIP_START_PASS_THRU,YP_STER_CIP_START,STER CIP START TO Y-PROJECT,OMR_GW2.STER.IR420.0,IR420.0,IR420.0,STER_CIP_CS1
DI,STER_CIP_STEP_CS24,,,OMR_GW2.STER.IR422.14,IR422.14,IR422.14,STER_CIP_CS24
DI,STER_CIP_STEP_CS25,,,OMR_GW2.STER.IR423.02,IR423.02,IR423.02,STER_CIP_CS26
DI,STER_PROD_PURGE_DI,STER_PROD_PURGE_DI_TIMESTAMP,,OMR_GW2.STER.IR5.3,IR5.3,IR5.3,STER_EXCEPTION_PROD_PURGE_DI
DI,STER_PROC_CHEM_START_DI,STER_PROC_CHEM_TIMESTAMP,,OMR_GW2.STER.IR500.15,IR500.15,IR500.15,STER_PROC_CHEM_START_DI
DI,STER_EXCEPTION_PROD_PURGE_DI,STER_EXCEPTION_SUSPEND_EV1,PRODUCTION PURGE - SUSPEND ON,OMR_GW2.STER.IR5.3,IR5.3,IR5.3,STER_EXCEPTION_PROD_PURGE_DI
DI,STER_EXCEPTION_STER_TRANS_DI,STER_EXCEPTION_SUSPEND_EV2,STER TRANSITION IND LIGHT - SUSPEND OFF,OMR_GW2.STER.IR5.9,IR5.9,IR5.9,STER_EXCEPTION_STER_TRANS_DI
DI,STER_PROCESS_START_DI,STER_PROC_START_DI_TIMESTAMP,,OMR_GW2.STER.IR5.1,IR5.1,IR5.1,STER_PROCESS_START_DI
DI,STER_PROCESS_PS18,,LOW TEMP RECIRC TIME (2min),OMR_GW2.STER.IR401.14,IR401.14,IR401.14,STER_PROCESS_PS18
DI,STER_IND_ACID,STER_IND_ACID_TIMESTAMP,,OMR_GW2.STER.IR6.2,IR6.2,IR6.2,STER_IND_ACID
DI,STER_PROCESS_PS15,,START PRODUCTION MONITORING,OMR_GW2.STER.IR401.12,IR401.12,IR401.12,STER_PROCESS_PS15
DI,STER_IND_CAUSTIC,STER_IND_CAUSTIC_TIMESTAMP,,OMR_GW2.STER.IR5.12,IR5.12,IR5.12,STER_IND_CAUSTIC
DI,STER_PROCESS_PS14,,SYSTEM FORWARD (ONLINE),OMR_GW2.STER.IR401.10,IR401.10,IR401.10,STER_PROCESS_PS14
DI,STER_IND_GEL_STERILIZATION,STER_IND_GEL_STER_TIMESTAMP,,OMR_GW2.STER.IR5.10,IR5.10,IR5.10,STER_IND_GEL_STERILIZATION
DI,STER_PROCESS_PS13,,WAITING FOR SEPARATOR LEVEL,OMR_GW2.STER.IR401.8,IR401.8,IR401.8,STER_PROCESS_PS13
DI,STER_IND_P116,,,OMR_GW2.STER.IR2.7,IR2.7,IR2.7,STER_P116_STATUS
DI,STER_IND_P118,,,OMR_GW2.STER.IR5.6,IR5.6,IR5.6,STER_IND_P118
DI,STER_IND_STER_TRANSITION,STER_IND_STER_TRAN_TIMESTAMP,,OMR_GW2.STER.IR5.9,IR5.9,IR5.9,STER_EXCEPTION_STER_TRANS_DI
DI,STER_PROCESS_PS12,,START FEED CONTROL,OMR_GW2.STER.IR401.6,IR401.6,IR401.6,STER_PROCESS_PS12
DI,STER_IND_VAC_LIQ_LVL,STER_IND_VAC_LIQ_LVL_TIMESTAMP,,OMR_GW2.STER.IR5.7,IR5.7,IR5.7,STER_IND_VAC_LIQ_LVL
DI,STER_PROCESS_PS11,,TRANSITION TO PRODUCT,OMR_GW2.STER.IR401.4,IR401.4,IR401.4,STER_PROCESS_PS11
DI,STER_IND_WATER_RINSE1,STER_IND_WAT_RINSE1_TIMESTAMP,,OMR_GW2.STER.IR5.11,IR5.11,IR5.11,STER_IND_WATER_RINSE1
DI,STER_IND_WATER_RINSE2,STER_IND_WAT_RINSE2_TIMESTAMP,,OMR_GW2.STER.IR5.13,IR5.13,IR5.13,STER_IND_WATER_RINSE2
DI,STER_IND_WATER_RINSE3,STER_IND_WAT_RINSE3_TIMESTAMP,,OMR_GW2.STER.IR6.3,IR6.3,IR6.3,STER_IND_WATER_RINSE3
DI,STER_IND_WATER_STERILIZATION,STER_IND_WATER_STER_TIMESTAMP,,OMR_GW2.STER.IR5.8,IR5.8,IR5.8,STER_IND_WATER_STERILIZATION
DI,STER_PROCESS_PS10,,SYSTEM STERILE (READY),OMR_GW2.STER.IR401.2,IR401.2,IR401.2,STER_PROCESS_PS10
DI,STER_PROCESS_PS9,,START STERILIZATION TIME,OMR_GW2.STER.IR401.0,IR401.0,IR401.0,STER_PROCESS_PS9
DI,STER_PROCESS_PS8,,START STEAM / POSITION VALVES,OMR_GW2.STER.IR400.14,IR400.14,IR400.14,STER_PROCESS_PS8
DI,STER_PROCESS_PS7,,RECIRCULATION,OMR_GW2.STER.IR400.12,IR400.12,IR400.12,STER_PROCESS_PS7
DI,STER_LAMP_TEST_DI,,,OMR_GW2.STER.IR0.2,IR0.2,IR0.2,STER_LAMP_TEST_DI
DI,STER_PROCESS_PS6,,START P64,OMR_GW2.STER.IR400.10,IR400.10,IR400.10,STER_PROCESS_PS6
DI,STER_PROCESS_PS5,,START VACUUM MONITORING,OMR_GW2.STER.IR400.8,IR400.8,IR400.8,STER_PROCESS_PS5
DI,STER_P116_OUTPUT_RELAY,STER_P116_OUTPUT_PASSTHRU,P116 OUTPUT STATUS,OMR_GW2.STER.IR2.07,IR2.07,IR2.07,STER_P116_STATUS
DI,STER_PROCESS_PS4,,START VACUUM,OMR_GW2.STER.IR400.6,IR400.6,IR400.6,STER_PROCESS_PS4
DI,STER_PROCESS_PS3,,START P64,OMR_GW2.STER.IR400.4,IR400.4,IR400.4,STER_PROCESS_PS3
DI,STER_PROCESS_PS2,,START P116 / P76,OMR_GW2.STER.IR400.2,IR400.2,IR400.2,STER_PROCESS_PS2
DI,STER_PROCESS_PS1,,PROCESS STARTED,OMR_GW2.STER.IR400.0,IR400.0,IR400.0,STER_PROCESS_PS1
DI,STER_TIM_245,,TIMER 245 STATUS,OMR_GW2.STER.TC245,TC245,TC245,STER_TIM_245
DI,STER_TIM_247,,TIMER 247 STATUS,OMR_GW2.STER.TC247,TC247,TC247,STER_TIM_247
DI,STER_TIM_248,,TIMER 248 STATUS,OMR_GW2.STER.TC248,TC248,TC248,STER_TIM_248
DI,STER_TIM_249,,TIMER 249 STATUS,OMR_GW2.STER.TC249,TC249,TC249,STER_TIM_249
DI,STER_TOGGLE_SWITCH_ALERT,,Sterilizer Panel Toggle Switch in MAN,OMR_GW2.STER.IR504.10,IR504.10,IR504.10,STER_TOGGLE_SWITCH_ALERT
DI,STER_V77,,,OMR_GW2.STER.IR4.1,IR4.1,IR4.1,STER_V77
DI,STER_V88,,,OMR_GW2.STER.IR4.0,IR4.0,IR4.0,STER_V88
DI,STER_V90,,,OMR_GW2.STER.IR4.2,IR4.2,IR4.2,STER_V90
DI,STER_V91,,,OMR_GW2.STER.IR4.3,IR4.3,IR4.3,STER_V91
DI,STER_V93,,,OMR_GW2.STER.IR4.4,IR4.4,IR4.4,STER_V93
DI,STER_V99,,,OMR_GW2.STER.IR4.6,IR4.6,IR4.6,STER_V99
DI,STER_V100,,,OMR_GW2.STER.IR4.7,IR4.7,IR4.7,STER_V100
DI,STER_V101,,,OMR_GW2.STER.IR4.8,IR4.8,IR4.8,STER_V101
DI,STER_PROCESS,STER_PROCESS_START_TIMESTAMP,,OMR_GW2.STER.IR400.0,IR400.0,IR400.0,STER_PROCESS_PS1
DI,STER_V103,,V103 STATUS (O/P INVERTED),OMR_GW2.STER.IR4.9,IR4.9,IR4.9,STER_V103
DI,STER_V103_ACTUAL,,V103 STATUS (O/P INVERTED),OMR_GW2.STER.IR4.09,IR4.09,IR4.09,STER_V103
DI,STER_V104,,V104 STATUS,OMR_GW2.STER.IR4.10,IR4.10,IR4.10,STER_V104
DI,STER_V106,,,OMR_GW2.STER.IR4.11,IR4.11,IR4.11,STER_V106
DI,STER_V107,,,OMR_GW2.STER.IR4.12,IR4.12,IR4.12,STER_V107
DI,STER_V108,,,OMR_GW2.STER.IR4.13,IR4.13,IR4.13,STER_V108
DI,STER_V109,,,OMR_GW2.STER.IR4.14,IR4.14,IR4.14,STER_V109
DI,STER_V110,,,OMR_GW2.STER.IR4.15,IR4.15,IR4.15,STER_V110
DI,STER_V111,,,OMR_GW2.STER.IR6.06,IR6.06,IR6.06,STER_V111
DI,STER_V112,,,OMR_GW2.STER.IR6.07,IR6.07,IR6.07,STER_V112
DI,STER_V113,,Vert. Condenser Drain Valve,OMR_GW2.STER.IR6.08,IR6.08,IR6.08,STER_V113
DI,STER_V114,,Vert. Condenser Condensate Return (N/O),OMR_GW2.STER.IR3.11,IR3.11,IR3.11,VERT_CONDENSER_CONDENSATE_RETURN
DI,STER_V115,,Vert. Condenser CIP Valve,OMR_GW2.STER.IR3.12,IR3.12,IR3.12,STER_V115
DI,STER_V116,,Vert. Condenser Cooling Water Valves,OMR_GW2.STER.IR3.06,IR3.06,IR3.06,STER_V116
DI,STER_CIP_START_SCADA_PB,,Sterilizer CIP SCADA Start,OMR_GW2.STER.IR233.3,IR233.3,IR233.3,STER_CIP_START_SCADA_PB
DI,STER_PROCESS_START_SCADA_PB,,Sterilizer Process SCADA Start,OMR_GW2.STER.IR233.1,IR233.1,IR233.1,STER_PROCESS_START_SCADA_PB
DI,STER_PROD_PURGE_SCADA_PB,,Sterilizer Production Purge SCADA Start,OMR_GW2.STER.IR233.7,IR233.7,IR233.7,STER_PROD_PURGE_SCADA_PB
DO,STER_PH_SFTK__INTLK,,SFTK Interlock to Sterilzer for CIP,OMR_GW2.STER.IR506.07,IR506.07,IR506.07,STER_PH_SFTK_INTLK
DO,STER_P118_START_DO,,P118 PUSH BUTTON,OMR_GW2.STER.IR233.6,IR233.6,IR233.6,STER_P118_START_DO
DO,STER_P116_START_DO,,P116 START PUSH BUTTON,OMR_GW2.STER.IR233.5,IR233.5,IR233.5,STER_P116_START_DO
DO,STER_PROD_PURGE_DO,,,OMR_GW2.STER.IR233.7,IR233.7,IR233.7,STER_PROD_PURGE_SCADA_PB
DO,STER_CIP_SHORT_DO,,STERILIZER CIP,OMR_GW2.STER.IR481.3,IR481.3,IR481.3,STER_CIP_SHORT_DO
DO,STER_CIP_MONTH_DO,,STERILIZER CIP,OMR_GW2.STER.IR481.2,IR481.2,IR481.2,STER_CIP_MONTH_DO
DO,STER_CIP_MANUAL_DO,,STERILIZER CIP,OMR_GW2.STER.IR481.0,IR481.0,IR481.0,STER_CIP_MANUAL_DO
DO,STER_CIP_AUTO_DO,,STERILIZER CIP,OMR_GW2.STER.IR481.1,IR481.1,IR481.1,STER_CIP_AUTO_DO
AA,STER_CIP_COND1,STER_CIP_COND1_CA,sterilizer CIP conductivity 0-100 ms/cm,OMR_GW2.STER.IR103,IR103,IR103,_COND_TX1
AA,STER_CIP_COND,,sterilizer CIP conductivity  (us/cm),OMR_GW2.STER.IR114,IR114,IR114,_CIP_CAUSTIC_FLOW
AA,STER_CIP_CAUSTIC_PULSE_PREV,,STERILIZER CIP CAUSTIC FLOW PULSE TOT,OMR_GW2.STER.DM541,DM541,DM541,STER_CIP_CAUSTIC_PULSE_PREV
AA,STER_CIP_CAUSTIC_PULSE,,STER CIP CAUSTIC FLOW PULSE (2lt/p),OMR_GW2.STER.DM539,DM539,DM539,STER_CIP_CAUSTIC_PULSE
AA,STER_CIP_CAUSTIC_FLOW,STER_CIP_CAUSTIC_TOT,STERILIZER CIP CAUSTIC FLOW (0-50lt/min),OMR_GW2.STER.IR114,IR114,IR114,_CIP_CAUSTIC_FLOW
AA,STERILE_TK_TEMP,STERILE_TK_TEMP_CIP,sterile tank temp,OMR_GW2.STER.IR102@BCD,IR102@BCD,IR102,STERILE_TK_TEMP
AA,STER_STEAM_PRESSURE,,STERILIZER STEAM PRESSURE LOW,OMR_GW2.STER.IR113,IR113,IR113,_STEAM_PRESS_TX
AA,WEST_VOT_TEMP,WEST_VOT_TEMP_CIP,west votator head temp,OMR_GW2.STER.IR104,IR104,IR104,W_VOTATOR_TEMP
AA,STER_LEVEL_STERILE_TK,STER_STERILE_VOLUME,STERILIZER STERILE TANK LEVEL %,OMR_GW2.STER.IR112@BCD,IR112@BCD,IR112,STLEVEL
AA,STER_LEVEL_SEP_CIP,,SEPARATOR LEVEL CIP MODE,OMR_GW2.STER.DM520,DM520,DM520,STER_LEVEL_SEP
AA,STER_LEVEL_SEP,,SEPARATOR LEVEL,OMR_GW2.STER.DM520@BCD,DM520@BCD,DM520,STER_LEVEL_SEP
AA,STER_TR74,,STERILE LOOP TEMP (Before Loop),OMR_GW2.STER.DM481@BCD,DM481@BCD,DM481,STER_TR74
AA,STER_FLOW_PASSTHRU,STER_FLOW_TO_CHEM,Sterilizer Flowrate to Chemetaor PLC,OMR_GW2.STER.DM530@BCD,DM530@BCD,DM530,STER_FLOW_PASSTHRU
AA,STER_FLOW_CIP,,STERILIZER FLOWMETER CIP,OMR_GW2.STER.DM530,DM530,DM530,STER_FLOW_PASSTHRU
AA,STER_FLOW,STER_FLOW_CA,STERILIZER FLOWMETER,OMR_GW2.STER.DM530,DM530,DM530,STER_FLOW_PASSTHRU
AA,STER_TR74A,,STERILE LOOP TEMP (After Loop),OMR_GW2.STER.DM480@BCD,DM480@BCD,DM480,STER_TR74A
AA,STER_TR74A_EXCEPTION_AI,,TR74A,OMR_GW2.STER.IR101@BCD,IR101@BCD,IR101,AFTER_LOOP
AA,STER_TR74_EXCEPTION_AI,,TR74,OMR_GW2.STER.DM500@BCD,DM500@BCD,DM500,STER_TR74_BEFORE_LOOP
AA,STER_VAC,,STERILIZER VACUUM LOW (PICA70),OMR_GW2.STER.DM510@BCD,DM510@BCD,DM510,STER_VAC
AA,STER_TR74_BEFORE_LOOP,,STERILE LOOP TEMP (Before Loop),OMR_GW2.STER.DM500@BCD,DM500@BCD,DM500,STER_TR74_BEFORE_LOOP
AA,STER_TR74A_AFTER_LOOP,,STERILE LOOP TEMP (After Loop),OMR_GW2.STER.IR101@BCD,IR101@BCD,IR101,AFTER_LOOP
DA,STER_CIP_DTRGNT_FLOW_LO,,Sterilizer CIP Detergent Flow Low,OMR_GW2.STER.IR489.14,IR489.14,IR489.14,STER_CIP_DTRGNT_FLOW_LO
DA,STER_SHORT_CIP_REMINDER,,>3Hrs from CIP to Startup - DO SHORT CIP,OMR_GW2.STER.IR423.11,IR423.11,IR423.11,STER_SHORT_CIP_REMINDER
DA,STER_CIP_DTRGNT_COND_LO,,Sterilizer CIP Detergent Conductivity LO,OMR_GW2.STER.IR490.07,IR490.07,IR490.07,STER_CIP_DTRGNT_COND_LO
DA,STER_CIP_STATUS,,MONITORS IF IN CIP MODE,OMR_GW2.STER.IR233.9,IR233.9,IR233.9,STER_CIP_STATUS
DA,STER_RECLAIM_TANK_LEVEL,,Chemetator Recovery Tank HI Level,OMR_GW2.STER.IR504.12,IR504.12,IR504.12,STER_RECLAIM_TANK_LEVEL
DA,STER_RECLAIM_PUMP_TRIPPED,,Chemetator Recovery Tank Pump Overload,OMR_GW2.STER.IR504.11,IR504.11,IR504.11,STER_RECLAIM_PUMP_TRIPPED
DA,STER_PU66_CIP_LOWFLOW,,"P66 CIP LowFlow Rate ""check P66""",OMR_GW2.STER.IR471.0,IR471.0,IR471.0,STER_PU66_CIP_LOWFLOW
DA,STER_LEVEL_ALARM,,STERILE TANK LOW LEVEL,OMR_GW2.STER.IR504.0,IR504.0,IR504.0,STER_LEVEL_ALARM
DA,STER_LEVEL_BALANCE_TK_ALARM,,STERILIZER BALANCE TANK LOW LEVEL,OMR_GW2.STER.IR500.6,IR500.6,IR500.6,STER_LEVEL_BALANCE_TK_ALARM
DA,STER_LEVEL_BALANCE_TK_DA,,BALANCE TANK LOW LEVEL <20%,OMR_GW2.STER.IR500.1,IR500.1,IR500.1,STER_LEVEL_BALANCE_TK_DA
DA,STER_LEVEL_BALANCE_TK_LOW,,BALANCE TANK LOW LEVEL <15%,OMR_GW2.STER.IR500.3,IR500.3,IR500.3,STER_LEVEL_BALANCE_TK_LOW
DA,STER_LEVEL_SEPARATOR,,SEPARATOR LEVEL HI - CHECK P72,OMR_GW2.STER.IR470.08,IR470.08,IR470.08,STER_LEVEL_SEPARATOR
DA,STER_P64_STATUS,,STERILIZER P64 STATUS,OMR_GW2.STER.IR2.0,IR2.0,IR2.0,STER_P64_STATUS
DA,STER_P66_STATUS,,STERILIZER P66 STATUS,OMR_GW2.STER.IR2.2,IR2.2,IR2.2,STER_P66_STATUS
DA,STER_P67_STATUS,,STERILIZER P67 STATUS,OMR_GW2.STER.IR2.3,IR2.3,IR2.3,STER_P67_STATUS
DA,STER_P68_STATUS,,STERILIZER P68 STATUS,OMR_GW2.STER.IR2.4,IR2.4,IR2.4,STER_P68_STATUS
