remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,DRIER_EAST_DOOR,"East Drier Pin Breaker Stop - OMR: 11.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_11_02," - OMR: 11.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FEED_BACK_FROM_STERILIZER,"feed back from Sterilizer PLC CIP step to chang... - OMR: 11.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_11_05," - OMR: 11.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_11_06," - OMR: 11.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_110," - OMR: 110",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FINE_GRINDER_FLOW,"Fine Grinder Flow - OMR: 111",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_112," - OMR: 112",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,COMILL_FLOW,"CoMill Flow - OMR: 113",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EAST_FLOW11_LM,"N-Dryer 1st or 2nd flow < Target - OMR: 120.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_02," - OMR: 120.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,EAST_FLOW10_LM,"N-Dryer 3rd flow < Target - OMR: 120.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_04," - OMR: 120.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,EAST_FLOW8LM,"N-Dryer 4th flow < Target - OMR: 120.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_06," - OMR: 120.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_07," - OMR: 120.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_08," - OMR: 120.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_09," - OMR: 120.09",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_IN_STEP_4,"CIP in Step #4 (2nd rinse) - OMR: 120.10",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_11," - OMR: 120.11",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_120_12," - OMR: 120.12",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHEMETATOR_CIP_LOW_FLOW_ALARM,"CHEMETATOR CIP LOW FLOW ALARM - OMR: 120.13",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_130," - OMR: 130",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_170," - OMR: 170",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SPARE_INPUT_39_40_41,"SPARE INPUT (39,40,41) - OMR: 171",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_172," - OMR: 172",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_172_15," - OMR: 172.15",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_173," - OMR: 173",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_173_15," - OMR: 173.15",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_174," - OMR: 174",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_175," - OMR: 175",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_176," - OMR: 176",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_177," - OMR: 177",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_178," - OMR: 178",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_5,"Stack Temp - OMR: 180",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_181," - OMR: 181",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T52_48,"Small Cooling Tower Outlet - OMR: 182",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_185," - OMR: 185",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,RH51_1,"Outside R/H - OMR: 186",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_3,"IDH Outlet Temp - OMR: 187",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,REGEN_FAN_STACK_TEMP,"Regen Fan Stack Temp - OMR: 188",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_190," - OMR: 190",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_1,"Air Temp After CC1 - OMR: 191",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_2,"Temp Before Dessicant Wheel - OMR: 192",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_4,"Outside Air Temp - OMR: 193",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_6,"Temp After Dessicant Wheel - OMR: 194",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_10,"Chiller Outlet Temp - OMR: 195",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_RAW,"T51-12 RAW - OMR: 197",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_232_03," - OMR: 232.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_232_04," - OMR: 232.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_232_05," - OMR: 232.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_232_06," - OMR: 232.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_232_07," - OMR: 232.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_232_08," - OMR: 232.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_253_13," - OMR: 253.13",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_253_14," - OMR: 253.14",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_253_15," - OMR: 253.15",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SYS_WATCH_DRIER_CLOSE,"MONITOR 1 MIN TIMER 254.0 - OMR: 254.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_255_02," - OMR: 255.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_255_03," - OMR: 255.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_255_04," - OMR: 255.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_255_05," - OMR: 255.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_255_06," - OMR: 255.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_255_07," - OMR: 255.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_289_08," - OMR: 289.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_00," - OMR: 300.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_01," - OMR: 300.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_02," - OMR: 300.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_03," - OMR: 300.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_04," - OMR: 300.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_05," - OMR: 300.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_06," - OMR: 300.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_09," - OMR: 300.09",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_10," - OMR: 300.10",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_300_11," - OMR: 300.11",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOW_SPEED_CONTACT,"Low Speed Contact - OMR: 39.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_01," - OMR: 39.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_06," - OMR: 39.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_07," - OMR: 39.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_VALVE_1,"N/C TO FINE GRINDER - OMR: 39.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_VALVE_2,"N/O TO 7 MESH - OMR: 39.09",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_VALVE_3,"N/O TO 7 MESH - OMR: 39.10",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_VALVE_4,"N/C TO FINE GRINDER - OMR: 39.11",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_12," - OMR: 39.12",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_13," - OMR: 39.13",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_14," - OMR: 39.14",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_39_15," - OMR: 39.15",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_40_00," - OMR: 40.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER1_COMP1,"chiller #1 comp #1 - OMR: 42.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER1_COMP2,"chiller #1 comp #2 - OMR: 42.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER1_COMP3,"chiller #1 comp #3 - OMR: 42.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER1_COMP4,"chiller #1 comp #4 - OMR: 42.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER1_COMP5,"chiller #1 comp #5 - OMR: 42.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER1_COMP6,"chiller #1 comp #6 - OMR: 42.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_44_01," - OMR: 44.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_44_04," - OMR: 44.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_44_05," - OMR: 44.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_45_04," - OMR: 45.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_45_05," - OMR: 45.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_45_06," - OMR: 45.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_45_07," - OMR: 45.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_45_08," - OMR: 45.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,OPEN_VALVE_SMALL_AMOUNT,"Open Valve Small Amount - OMR: 50.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_50_01," - OMR: 50.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_50_02," - OMR: 50.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_50_03," - OMR: 50.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_50_06," - OMR: 50.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_50_07," - OMR: 50.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_00," - OMR: 500.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_01," - OMR: 500.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_02," - OMR: 500.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_03," - OMR: 500.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHEM_PARK_POS_DRIER,"Chemetator Park Position to Drier - OMR: 500.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRIER_FLOW_PULSE_IN,"Pulse from Flowmeter to SCADA - OMR: 500.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_7MESH_SELECTION," - OMR: 500.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_8MESH_SELECTION," - OMR: 500.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_20MESH_SELECTION," - OMR: 500.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_40MESH_SELECTION," - OMR: 500.09",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_10," - OMR: 500.10",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_11," - OMR: 500.11",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_12," - OMR: 500.12",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_500_13," - OMR: 500.13",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHEM_OSCILLATING_DRIER,"Chemetator Park Position to Drier - OMR: 500.14",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_7MESH_INDICATION,"7/40 Mesh Indication - OMR: 501.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_8MESH_INDICATION," - OMR: 501.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_20MESH_INDICATION," - OMR: 501.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_40MESH_INDICATION,"SWECO 40/20M Indication - OMR: 501.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_501_04," - OMR: 501.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_40MESH_S_SELECTION," - OMR: 501.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_501_06," - OMR: 501.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_40MESH_S_INDICATION,"SWECO 40/7M Indication - OMR: 501.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_8MESH_S_SELECTION," - OMR: 501.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_501_09," - OMR: 501.09",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_8MESH_S_INDICATION,"8/20 Mesh Indication - OMR: 501.10",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILIZER_OZONE_ALM,"Sterilizer Ozone Leak Alarm - OMR: 501.11",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_WALTER_MESH_SELECTION," - OMR: 501.12",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_501_13," - OMR: 501.13",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_WALTER_MESH_INDICATION," - OMR: 501.14",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILIZER_OZONE_ALM2,"Sterilizer Ozone Trouble Alarm - OMR: 501.15",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHILLER_NOT_RUNNING,"Carrier Chiller Not Running - OMR: 502.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_502_01," - OMR: 502.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_502_02," - OMR: 502.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_REGRINDING_SELECTION," - OMR: 502.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_502_04," - OMR: 502.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SWECO_REGRINDING_INDICATION," - OMR: 502.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_LSHH1,"Satake Level Switch 1 High High - OMR: 503.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_LSH1,"Satake Level Switch 1 High - OMR: 503.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_LSH2,"Satake Level Switch 2 High - OMR: 503.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_FAULT,"Satake Fault - OMR: 503.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_SILENCE_PB,"SATAKE Alarm Silence P.B. - OMR: 503.04",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_503_05," - OMR: 503.05",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_CNTR_RESET_PB,"SATAKE Counter Reset PB - OMR: 503.06",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_STOP_BELT,"SATAKE Command to Stop Comil - OMR: 503.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_CNTR_STOP_PB,"SATAKE Counter Stop and Reset P.B. - OMR: 503.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_SILENCE,"SATAKE Alarm Silence Status - OMR: 503.10",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_CNTR_STOP,"SATAKE Counter Status - OMR: 503.11",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_BYPASS_MODE,"SATAKE Bypass Mode - Prevent Comil Stopping on ... - OMR: 503.12",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_503_13," - OMR: 503.13",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,RESET_5_MINUTE_COUNTER,"Reset 5 Minute Counter - OMR: 51.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_60_00," - OMR: 60.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_60_01," - OMR: 60.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_60_02," - OMR: 60.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_91_00," - OMR: 91.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_91_01," - OMR: 91.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_91_03," - OMR: 91.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_92_00," - OMR: 92.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_AR01_00," - OMR: AR01.00",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_AR01_01," - OMR: AR01.01",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_AR01_02," - OMR: AR01.02",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
