address,tagname,description,type
233.09,STER_CIP_STATUS,"""MONITORS IF IN CIP MODE - OMR: 233.09""",BOOL
253.13,ON,"""System Normally On Flag - OMR: 253.13""",BOOL
253.14,OFF,"""System Normally Off Flag - OMR: 253.14""",BOOL
253.15,_FIRST_SCAN,"""System First Scan Flag - OMR: 253.15""",BOOL
255.05,GREATER_THAN,"""System Greater Than (GE) Flag - OMR: 255.05""",BOOL
255.06,EQUALS,"""System Equals (EQ) Flag - OMR: 255.06""",BOOL
255.07,LESS_THAN,"""System Less Than (LE) Flag - OMR: 255.07""",BOOL
272.12,MEMORYMINUSERROR,"""MEMORY ERROR - OMR: 272.12""",BOOL
3.00,CR300,"""STOP COMMAND TO CHEM ""AT PURGE CYCLE"" & STERILI... - OMR: 3.00""",BOOL
3.01,CR301,"""VACUUM PUMP 2ND SETPOINT - OMR: 3.01""",BOOL
3.02,CR302,"""SPARE - OMR: 3.02""",BOOL
3.03,CR303,"""SEPARATOR EXTRACT PUMP 2ND SETPOINT - OMR: 3.03""",BOOL
3.04,CR304,"""HOT WATER 2ND SETPOINT - OMR: 3.04""",BOOL
3.06,STER_V116,"""Vert. Condenser Cooling Water Valves - OMR: 3.06""",BOOL
3.07,CR307,"""to P117 controller to change speed durring caus... - OMR: 3.07""",BOOL
3.08,STER_PROCESS_ALARM,"""AUDIBLE ALARM BUZZER - OMR: 3.08""",BOOL
3.09,CR309,"""VISUAL ALARM WARNING BEACON - OMR: 3.09""",BOOL
3.10,STERILIZER_TO_EXT_VALVE,"""Sterilizer to Ext. Valve - OMR: 3.10""",BOOL
3.11,VERT_CONDENSER_CONDENSATE_RETURN,"""Vert. Condenser Condensate Return (V114) 1=off - OMR: 3.11""",BOOL
3.12,STER_V115,"""Vert. Condenser CIP Valve - OMR: 3.12""",BOOL
3.13,CR313,"""BCD #2 I/O COMM. OMRON PLC - OMR: 3.13""",BOOL
3.14,CR314,"""BCD #3 I/O COMM. OMRON PLC - OMR: 3.14""",BOOL
3.15,CR315,"""BCD #4 I/O COMM. OMRON PLC - OMR: 3.15""",BOOL
300.00,ALWAYSMINUSFALSE,"""  - OMR: 300.00""",BOOL
301.00,PULSEMINUS1MINUS1,"""PULSATION 1 SEC. ON 1 SEC. OFF - OMR: 301.00""",BOOL
301.03,Tag_10SECONDSMINUS3,"""10 SECONDS PULSATION - OMR: 301.03""",BOOL
305.00,P207CNT,"""COUNTER PUMP 207 - OMR: 305.00""",BOOL
305.01,ONDIVIDEOFFP207,"""ON/OFF PUMP P207 - OMR: 305.01""",BOOL
305.03,P208CNT,"""PUMP P208 WEST RESET - OMR: 305.03""",BOOL
305.04,ONDIVIDEOFFP208,"""ON/OFF PUMP P208 - OMR: 305.04""",BOOL
305.10,VTLAMP,"""VOTATOR LAMP FLASH - OMR: 305.10""",BOOL
306.00,STERILMINUSTKMINUSWATE2,"""STERILE TANK WATER CONTROL - OMR: 306.00""",BOOL
310.00,V88AM,"""  - OMR: 310.00""",BOOL
310.01,V77AM,"""  - OMR: 310.01""",BOOL
310.02,V90AM,"""  - OMR: 310.02""",BOOL
310.03,V101ABAM,"""  - OMR: 310.03""",BOOL
310.04,V93AM,"""  - OMR: 310.04""",BOOL
310.05,V100AM,"""  - OMR: 310.05""",BOOL
310.06,V91ABAM,"""  - OMR: 310.06""",BOOL
310.07,V103AM,"""  - OMR: 310.07""",BOOL
310.08,V104AM,"""  - OMR: 310.08""",BOOL
310.09,V106AM,"""  - OMR: 310.09""",BOOL
310.11,V108ABAM,"""  - OMR: 310.11""",BOOL
310.12,V109ABAM,"""  - OMR: 310.12""",BOOL
310.13,V110AM,"""  - OMR: 310.13""",BOOL
310.14,P66AM,"""  - OMR: 310.14""",BOOL
310.15,P67AM,"""  - OMR: 310.15""",BOOL
311.00,P68AM,"""  - OMR: 311.00""",BOOL
311.01,P69AM,"""  - OMR: 311.01""",BOOL
311.02,P76AM,"""  - OMR: 311.02""",BOOL
311.03,P116AM,"""  - OMR: 311.03""",BOOL
311.04,P118AM,"""  - OMR: 311.04""",BOOL
311.05,P117AM,"""  - OMR: 311.05""",BOOL
311.06,P119AM,"""  - OMR: 311.06""",BOOL
311.09,P64AM,"""  - OMR: 311.09""",BOOL
311.10,P72AM,"""  - OMR: 311.10""",BOOL
311.11,V111AM,"""V111AM - OMR: 311.11""",BOOL
311.12,V111_SCADAMAN,"""V111 SCADAMAN - OMR: 311.12""",BOOL
311.13,V112AM,"""V112AM - OMR: 311.13""",BOOL
311.14,V112SCADAMAN,"""V112SCADAMAN - OMR: 311.14""",BOOL
312.00,V88SCADAMAN,"""  - OMR: 312.00""",BOOL
312.01,V77SCADAMAN,"""  - OMR: 312.01""",BOOL
312.02,V90SCADAMAN,"""  - OMR: 312.02""",BOOL
312.03,V101ABSCADAMAN,"""  - OMR: 312.03""",BOOL
312.04,V93SCADAMAN,"""  - OMR: 312.04""",BOOL
312.05,V100SCADAMAN,"""  - OMR: 312.05""",BOOL
312.06,V91ABSCADAMAN,"""  - OMR: 312.06""",BOOL
312.07,V103SCADAMAN,"""  - OMR: 312.07""",BOOL
312.08,V104SCADAMAN,"""  - OMR: 312.08""",BOOL
312.09,V106SCADAMAN,"""  - OMR: 312.09""",BOOL
312.11,V108ABSCADAMAN,"""  - OMR: 312.11""",BOOL
312.12,V109ABSCADAMAN,"""  - OMR: 312.12""",BOOL
312.13,V110SCADAMAN,"""  - OMR: 312.13""",BOOL
312.14,P66SCADAMAN,"""  - OMR: 312.14""",BOOL
312.15,P67SCADAMAN,"""  - OMR: 312.15""",BOOL
313.00,P68SCADAMAN,"""  - OMR: 313.00""",BOOL
313.01,P69SCADAMAN,"""  - OMR: 313.01""",BOOL
313.02,P76SCADAMAN,"""  - OMR: 313.02""",BOOL
313.03,P116SCADAMAN,"""  - OMR: 313.03""",BOOL
313.04,P118SCADAMAN,"""  - OMR: 313.04""",BOOL
313.05,P117SCADAMAN,"""  - OMR: 313.05""",BOOL
313.06,P119SCADAMAN,"""  - OMR: 313.06""",BOOL
313.09,P64SCADAMAN,"""  - OMR: 313.09""",BOOL
313.10,P72SCADAMAN,"""  - OMR: 313.10""",BOOL
315.04,STER_STEAM_PRESSURE_ALM,"""Sterilizer Low Steam Pressure Alarm - OMR: 315.04""",BOOL
4.00,STER_V88,"""STERILE TANK WATER VALVE V77 - OMR: 4.00""",BOOL
4.01,STER_V77,"""BALANCE TANK WATER VALVE V88 - OMR: 4.01""",BOOL
4.02,STER_V90,"""BALANCE TANK SPRAY BALL V-90 - OMR: 4.02""",BOOL
4.03,STER_V91,"""CIP PUMP A ISOLATION VALVE V101 - OMR: 4.03""",BOOL
4.04,STER_V93,"""STEAM VALVE V93 - OMR: 4.04""",BOOL
4.05,SV405_BPV,"""Back Pressure Valve Air supply V-98 - OMR: 4.05""",BOOL
4.06,STER_V99,"""SEPARATOR VACUUM VALVE V99 - OMR: 4.06""",BOOL
4.07,STER_V100,"""SEPARATOR CIP SPRAY BALL VALVE V100 - OMR: 4.07""",BOOL
4.08,STER_V101,"""CIP PUMP B ISOLATION VALVES V91 - OMR: 4.08""",BOOL
4.09,STER_V103,"""V103 STATUS (O/P INVERTED) - OMR: 4.09""",BOOL
4.10,STER_V104,"""V104 STATUS - OMR: 4.10""",BOOL
4.11,STER_V106,"""STERILE TANK CIP SPRAY BALL V-106 - OMR: 4.11""",BOOL
4.12,STER_V107,"""STERILE TANK BLOCKING VALVE V107 (N/O) - OMR: 4.12""",BOOL
4.13,STER_V108,"""CIP PUMP EAST VOTATOR ISOLATION VALVE V108 - OMR: 4.13""",BOOL
4.14,STER_V109,"""CIP PUMP WEST VOTATOR ISOLATION VALVE V109 - OMR: 4.14""",BOOL
4.15,STER_V110,"""BALANCE TANK CIP RETURN VALVE 110 N.O to drian ... - OMR: 4.15""",BOOL
400.00,STER_PROCESS_PS1,"""PROCESS STARTED - OMR: 400.00""",BOOL
400.02,STER_PROCESS_PS2,"""START P116 / P76 - OMR: 400.02""",BOOL
400.04,STER_PROCESS_PS3,"""START P64 - OMR: 400.04""",BOOL
400.06,STER_PROCESS_PS4,"""START VACUUM - OMR: 400.06""",BOOL
400.08,STER_PROCESS_PS5,"""START VACUUM MONITORING - OMR: 400.08""",BOOL
400.10,STER_PROCESS_PS6,"""START P64 - OMR: 400.10""",BOOL
400.12,STER_PROCESS_PS7,"""RECIRCULATION - OMR: 400.12""",BOOL
400.14,STER_PROCESS_PS8,"""START STEAM / POSITION VALVES - OMR: 400.14""",BOOL
401.00,STER_PROCESS_PS9,"""START STERILIZATION TIME - OMR: 401.00""",BOOL
401.02,STER_PROCESS_PS10,"""SYSTEM STERILE (READY) - OMR: 401.02""",BOOL
401.04,STER_PROCESS_PS11,"""TRANSITION TO PRODUCT - OMR: 401.04""",BOOL
401.06,STER_PROCESS_PS12,"""START FEED CONTROL - OMR: 401.06""",BOOL
401.08,STER_PROCESS_PS13,"""WAITING FOR SEPARATOR LEVEL - OMR: 401.08""",BOOL
401.10,STER_PROCESS_PS14,"""SYSTEM FORWARD (ONLINE) - OMR: 401.10""",BOOL
401.12,STER_PROCESS_PS15,"""START PRODUCTION MONITORING - OMR: 401.12""",BOOL
401.14,STER_PROCESS_PS18,"""LOW TEMP RECIRC TIME (2min) - OMR: 401.14""",BOOL
415.00,P200MINUSPULSE,"""  - OMR: 415.00""",BOOL
415.02,P207MINUSPULSE,"""  - OMR: 415.02""",BOOL
415.03,P208MINUSPULSE,"""  - OMR: 415.03""",BOOL
415.08,V411MINUSPULSE,"""  - OMR: 415.08""",BOOL
420.00,STER_CIP_CS1,"""CIP STARTED - OMR: 420.00""",BOOL
420.02,STER_CIP_CS2,"""EMPTY BALANCE TANK - OMR: 420.02""",BOOL
420.04,STER_CIP_CS3,"""BALANCE TANK LEVEL CONTROL - OMR: 420.04""",BOOL
420.06,STER_CIP_CS4,"""VOTATOR PULSATION - OMR: 420.06""",BOOL
420.08,STER_CIP_CS5,"""START STEAM - OMR: 420.08""",BOOL
420.10,STER_CIP_CS6,"""PRE-RINSE DONE - OMR: 420.10""",BOOL
420.12,STER_CIP_CS7,"""RINSE RECIRCULATION - OMR: 420.12""",BOOL
420.14,STER_CIP_CS8,"""EMPTY BALANCE TANK - OMR: 420.14""",BOOL
421.00,STER_CIP_CS9,"""FLUSH TO DRAIN - OMR: 421.00""",BOOL
421.02,STER_CIP_CS10,"""RECIRCULATION - OMR: 421.02""",BOOL
421.04,STER_CIP_CS11,"""RECIRCULATION DONE - OMR: 421.04""",BOOL
421.06,STER_CIP_CS12,"""DETERGENT WASH - OMR: 421.06""",BOOL
421.08,STER_CIP_CS13,"""EMPTY BALANCE TANK - OMR: 421.08""",BOOL
421.10,STER_CIP_CS14,"""RINSE #2 - OMR: 421.10""",BOOL
421.12,STER_CIP_CS15,"""RECIRCULATION - OMR: 421.12""",BOOL
421.14,STER_CIP_CS16,"""EMPTY BALANCE TANK - OMR: 421.14""",BOOL
422.00,STER_CIP_CS17,"""FLUSH TO DRAIN - OMR: 422.00""",BOOL
422.02,STER_CIP_CS18,"""RECIRCULATION - OMR: 422.02""",BOOL
422.04,STER_CIP_CS19,"""ADVANCE - OMR: 422.04""",BOOL
422.06,STER_CIP_CS20,"""ACID WASH - OMR: 422.06""",BOOL
422.08,STER_CIP_CS21,"""EMPTY BALANCE TANK - OMR: 422.08""",BOOL
422.10,STER_CIP_CS22,"""RINSE #3 - OMR: 422.10""",BOOL
422.12,STER_CIP_CS23,"""RECIRCULATION - OMR: 422.12""",BOOL
422.14,STER_CIP_CS24,"""EMPTY BALANCE TANK - OMR: 422.14""",BOOL
423.00,STER_CIP_CS25,"""STOP FEED - OMR: 423.00""",BOOL
423.02,STER_CIP_CS26,"""CIP DONE - OMR: 423.02""",BOOL
423.11,STER_SHORT_CIP_REMINDER,""">3Hrs from CIP to Startup - DO SHORT CIP - OMR: 423.11""",BOOL
424.02,STERILE_TK_5,"""Sterile TK > 5% - OMR: 424.02""",BOOL
424.03,STERILE_TK_30,"""Sterile TK < 30% - OMR: 424.03""",BOOL
424.04,B_T_6,"""B.T. < 6% - OMR: 424.04""",BOOL
450.00,STER_SHUTDOWN_SS1,"""SHUTDOWN STARTED - OMR: 450.00""",BOOL
450.02,STER_SHUTDOWN_SS2,"""STOP GELATIN FEED - OMR: 450.02""",BOOL
450.04,STER_SHUTDOWN_SS3,"""WATER FEED - OMR: 450.04""",BOOL
450.06,STER_SHUTDOWN_SS4,"""EMPTY SEPARATOR - OMR: 450.06""",BOOL
450.08,STER_SHUTDOWN_SS5,"""REBUILT SEPARATOR LEVEL - OMR: 450.08""",BOOL
450.10,STER_SHUTDOWN_SS6,"""WATER TO DRAIN - OMR: 450.10""",BOOL
450.12,STER_SHUTDOWN_SS7,"""RECIRCULATION - OMR: 450.12""",BOOL
450.14,STER_SHUTDOWN_SS8,"""EMPTY STERILE TANK - OMR: 450.14""",BOOL
451.00,STER_SHUTDOWN_SS9,"""FORWARD - OMR: 451.00""",BOOL
451.02,STER_SHUTDOWN_SS10,"""RECIRCULATION - OMR: 451.02""",BOOL
451.04,STER_SHUTDOWN_SS11,"""STOP STEAM - OMR: 451.04""",BOOL
451.06,STER_SHUTDOWN_SS12,"""SHUTDOWN COMPLETE - OMR: 451.06""",BOOL
455.02,WS1,"""WATER STEP #1 - OMR: 455.02""",BOOL
455.04,WS2,"""WATER STEP #2 - OMR: 455.04""",BOOL
455.08,WS3,"""WATER STEP #3 - OMR: 455.08""",BOOL
465.02,SLCS1,"""  - OMR: 465.02""",BOOL
465.04,SLCS2,"""SYSTEM IN RECIRCULATION V4.15 ENERG. - OMR: 465.04""",BOOL
465.08,SLCS3,"""RESET - OMR: 465.08""",BOOL
470.03,SEP_LVL_26PERCENT,"""  - OMR: 470.03""",BOOL
470.04,SEPARATOR_10,"""Separator < 10% - OMR: 470.04""",BOOL
470.08,STER_LEVEL_SEPARATOR,"""SEPARATOR LEVEL HI - CHECK P72 - OMR: 470.08""",BOOL
470.12,STER_AFTERLOOP_TEMP,"""AFTER LOOP TEMP <140 c - OMR: 470.12""",BOOL
470.13,SEP_LVL_65PERCENT,"""Seperator Level <65% - OMR: 470.13""",BOOL
470.14,STER_BEFORELOOP_TEMP,"""BEFORE LOOP TEMP <140 c - OMR: 470.14""",BOOL
471.00,STER_PU66_CIP_LOWFLOW,"""P66 CIP LowFlow Rate ""check P66"" - OMR: 471.00""",BOOL
471.01,SEPERATOR_LEVEL_12,"""Seperator Level < 12% - OMR: 471.01""",BOOL
480.02,STOP_P67,"""Sep Level < 11% - OMR: 480.02""",BOOL
480.03,LOOPTEMPGRTRTHAN95C,"""loop temp >/= 95c  stop steam - OMR: 480.03""",BOOL
480.04,LOOPTEMPLESSTHAN85C,"""loop temp </= 85c  start steam - OMR: 480.04""",BOOL
481,Sterilizer_ADDR_481,""" - OMR: 481""",DINT
482,Sterilizer_ADDR_482,""" - OMR: 482""",DINT
489.15,CAUSTIC_FLOW_TARGET_REACHED,"""Caustic Flow Target Reached - OMR: 489.15""",BOOL
490.00,RINSE_STOP_TRIGGER,"""Conductivity less than rinse stop setpoint - OMR: 490.00""",BOOL
490.01,CAUSTIC_PUMP_STOP_TRIGGER,"""Caustic Pump Stop Trigger - OMR: 490.01""",BOOL
490.02,ADD_MORE_CAUSTIC,"""Add more Caustic - OMR: 490.02""",BOOL
490.03,ADD_MORE_SANITIZER,"""Add more Acid - OMR: 490.03""",BOOL
490.04,STEP_ADVANCE,"""STEP ADVANCE - OMR: 490.04""",BOOL
490.06,STER_CIP_COND1_DI,"""Sterilizer CIP Conductivity < 80mS - OMR: 490.06""",BOOL
490.09,PRERINSE_ADVANCE,"""PreRinse Advance - OMR: 490.09""",BOOL
490.13,P116_CIP_INHIBIT,"""P116 CIP Inhibit - OMR: 490.13""",BOOL
490.14,P116_1ST_CIP,"""P116 1st CIP - OMR: 490.14""",BOOL
491.00,CIP_MANUAL_PB,"""Manual CIP Selection PB - OMR: 491.00""",BOOL
491.01,CIP_AUTO_PB,"""Auto CIP Selection PB - OMR: 491.01""",BOOL
491.02,CIP_AUTO_MONTHLY_PB,"""Auto Monthly CIP Selection PB - OMR: 491.02""",BOOL
491.03,CIP_AUTO_SHORT_PB,"""Auto Short CIP Selection PB - OMR: 491.03""",BOOL
492.00,CIP_MANUAL_SELECTED,"""Manual CIP Selected - OMR: 492.00""",BOOL
492.01,CIP_AUTO_SELECTED,"""Auto CIP Selected - OMR: 492.01""",BOOL
492.02,CIP_AUTO_MONTHLY_SELECTED,"""Auto Monthly CIP Selected - OMR: 492.02""",BOOL
492.03,CIP_AUTO_SHORT_SELECTED,"""Auto Short CIP Selected - OMR: 492.03""",BOOL
493.00,STEP_REPEAT_PULSE,"""STEP REPEAT PULSE - OMR: 493.00""",BOOL
493.01,STEP_REPEAT,"""STEP REPEAT - OMR: 493.01""",BOOL
494.01,CIP_TOO_LONG_BIT,"""CIP TOO LONG BIT TO SCADA - OMR: 494.01""",BOOL
5.00,LA500,"""ALARM ACKNOWLEDGE LAMP - OMR: 5.00""",BOOL
5.01,STER_PROCESS_START_DI,"""PROCESS BUTTON LAMP - OMR: 5.01""",BOOL
5.02,LA502,"""CIP BUTTON LAMP - OMR: 5.02""",BOOL
5.03,STER_EXCEPTION_PROD_PURGE_DI,"""PRODUCTION PURGE - SUSPEND ON - OMR: 5.03""",BOOL
5.04,LA504,"""STERILE TANK HOT WATER VALVE LAMP - OMR: 5.04""",BOOL
5.05,LA505,"""VOTATOR FEED PUMP EAST LAMP - OMR: 5.05""",BOOL
5.06,STER_IND_P118,"""VOTATOR FEED PUMP WEST LAMP - OMR: 5.06""",BOOL
5.07,STER_IND_VAC_LIQ_LVL,"""VACUUM/LIQUID LEVEL LAMP - OMR: 5.07""",BOOL
5.08,STER_IND_WATER_STERILIZATION,"""WATER STERILIZATION TRANSITION LAMP - OMR: 5.08""",BOOL
5.09,STER_EXCEPTION_STER_TRANS_DI,"""STER TRANSITION IND LIGHT - SUSPEND OFF - OMR: 5.09""",BOOL
5.10,STER_IND_GEL_STERILIZATION,"""GELATIN STERILIZATION LAMP - OMR: 5.10""",BOOL
5.11,STER_IND_WATER_RINSE1,"""WATER RINSE #1 LAMP - OMR: 5.11""",BOOL
5.12,STER_IND_CAUSTIC,"""CAUSTIC/DETERGENT LAMP - OMR: 5.12""",BOOL
5.13,STER_IND_WATER_RINSE2,"""WATER RINSE #2 LAMP - OMR: 5.13""",BOOL
5.14,LA514,"""BALANCE TANK LEVEL ALARM LAMP - OMR: 5.14""",BOOL
5.15,LA515,"""SEPARATOR LEVEL ALARM LAMP - OMR: 5.15""",BOOL
500.00,BTLOW,"""B.T > 10% - OMR: 500.00""",BOOL
500.01,STER_LEVEL_BALANCE_TK_DA,"""BALANCE TANK LOW LEVEL <20% - OMR: 500.01""",BOOL
500.02,BTGRTRTHAN25PERCENT,"""B.T. > 25% ""START P76"" - OMR: 500.02""",BOOL
500.03,STER_LEVEL_BALANCE_TK_LOW,"""BALANCE TANK LOW LEVEL <15% - OMR: 500.03""",BOOL
500.04,BTGRTRTHAN55PERCENT,"""B.T. > 55% ""STOP P76"" - OMR: 500.04""",BOOL
500.05,CIPMINUSOVERFLOW,"""BALANCE TANK CIP OVERFLOW - OMR: 500.05""",BOOL
500.06,STER_LEVEL_BALANCE_TK_ALARM,"""STERILIZER BALANCE TANK LOW LEVEL - OMR: 500.06""",BOOL
500.07,BTLOWACK,"""BALANCE TANK LOW LEVEL ALARM CANCEL - OMR: 500.07""",BOOL
500.08,BTHIGHALARM,"""BALANCE TANK HIGH LEVEL ALARM - OMR: 500.08""",BOOL
500.09,BTHIGHCANCEL,"""BALANCE TANK HIGH LEVEL ALARM CANCEL - OMR: 500.09""",BOOL
500.10,BT_LL_5PERCENT,"""BALANCE TANK LOW 5% - OMR: 500.10""",BOOL
500.11,BT_LVL,"""B.T > 6% - OMR: 500.11""",BOOL
500.12,BTK_LEVEL_75PERCENT,"""BALANCE TANK LEVEL > 75% - OMR: 500.12""",BOOL
500.13,BTLESSTHAN15PERCENT,"""B.T. < 15% - OMR: 500.13""",BOOL
500.14,_BTGRTRTHAN30PERCENT,"""  - OMR: 500.14""",BOOL
500.15,STER_PROC_CHEM_START_DI,"""Batch Start Gelly on belt ""CIP timming Report"" - OMR: 500.15""",BOOL
501.00,LLST,"""LOW LEVEL STERILE TANK >10% - OMR: 501.00""",BOOL
501.01,STERIL_TK_25,"""Steril TK > 25% - OMR: 501.01""",BOOL
501.02,MLST,"""MID LEVEL STERILE TANK >15% - OMR: 501.02""",BOOL
501.03,STK_25PERCENT,"""Steril Tank >30% - OMR: 501.03""",BOOL
501.04,HLST,"""HIGH LEVEL STERILE TANK >80% - OMR: 501.04""",BOOL
501.05,STK_35PERCENT,"""Steril Tank >35% - OMR: 501.05""",BOOL
501.06,STLOWALARM,"""STERILE TANK LOW LEVEL ALARM <6% - OMR: 501.06""",BOOL
501.07,STLOWACK,"""STERILE TANK LOW LEVEL ALARM CANCEL - OMR: 501.07""",BOOL
501.08,STHIGHALARM,"""STERILE TANK HIGH ALARM >90% - OMR: 501.08""",BOOL
501.09,STHIGHCANCEL,"""STERILE TANK HIGH LEVEL ALARM CANCEL - OMR: 501.09""",BOOL
501.10,STER_LVL_8PERCENT,"""STER TK < 8% ""Open V77 to clean out Chemetator"" - OMR: 501.10""",BOOL
501.11,VERYMINUSLOWMINUSLEVEL,"""RESET VOTATOR LOW LEVEL STERILE TANK 3% - OMR: 501.11""",BOOL
501.12,STTKLESS90PERCENT,"""STERILE TANK LEVEL LESS THAN 90% - OMR: 501.12""",BOOL
501.13,STTKHIGH85PERCENT,"""STERILE TANK LEVEL greater than 85% - OMR: 501.13""",BOOL
501.14,STKLEVELGRTRTHAN95PERCENT,"""STERILE TANK LEVEL MORE THAN 95% - OMR: 501.14""",BOOL
502.00,HIGHPRESSW,"""HIGH PRESSURE SWITCH ALARM - OMR: 502.00""",BOOL
502.01,PRESWAK,"""PRESURE ALARM ACK - OMR: 502.01""",BOOL
502.04,LOWTEMPALARM,"""LOW TEMP. ALARM - OMR: 502.04""",BOOL
502.05,LOWTEMPACK,"""LOW TEMPERATURE ALARM ACKNOWLEDGE - OMR: 502.05""",BOOL
502.08,SEPLEVELALARM,"""SEPARATOR LEVEL ALARM - OMR: 502.08""",BOOL
502.09,SEPALARMACK,"""SEPARATOR LEVEL ALARM ACK. - OMR: 502.09""",BOOL
502.12,VACUUMALARM,"""LOW VACUUM ALARM - OMR: 502.12""",BOOL
502.13,VACUUMALARACK,"""VACUUM ALARM ACK. - OMR: 502.13""",BOOL
502.14,BALANCE_TANK_35,"""Balance Tank > 35% - OMR: 502.14""",BOOL
502.15,BALANCE_TANK_45,"""Balance Tank > 45% - OMR: 502.15""",BOOL
