remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,WASHOUT_OPEN,"WASHOUT PLATE OPEN "2.04 from Chem PLC"",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,START_P116,"START P-116 FROM CHEMETATOR PANEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,WASHOUT_CANDL,"WASHOUT PLATE CLOSED AND LOCKED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CHEM_IN_PARK_POSITION,"CHEMETATOR IN PARK POSITION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,TOGGLE_SWITCH_MAN_POSITION,"Toggle Switch MAN Position",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C1,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C2,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C3,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C4,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_101,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_103,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_104,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C1,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C2,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C3,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C4,"SCALING ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_111,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_112,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_113,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_114,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P64_STATUS,"STERILIZER P64 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P72_STATUS,"STERILIZER P72 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P66_STATUS,"STERILIZER P66 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P67_STATUS,"STERILIZER P67 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P68_STATUS,"STERILIZER P68 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P69_STATUS,"STERILIZER P69 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P76_STATUS,"STERILIZER P76 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P116_STATUS,"STERILIZER P116 starter when in auto",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P118_STATUS,"STERILIZER P118 starter when in auto",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P117_STATUS,"STERILIZER P117 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P119_STATUS,"STERILIZER P119 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ACID_PUMP,"Monthly Acid pump",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SANITIZER_PMP,"Sterilizer Sanitizer Pump Status",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CAUSTIC_PMP,"Sterilizer Caustic Pump Status",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,TO_CONTROL_PU64,"TO OPERATE PRODUCT FEED PUMP STARTER P64",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,TO_CONTROL_P72,"TO OPERATE SEPARATOR PUMP STARTER P72",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SCADA_ALRM_CNCL,"SCADA Remote Alarm Cancel",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_START_SCADA_PB,"Sterilizer Process SCADA Start",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_START_SCADA_PB,"Sterilizer CIP SCADA Start",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P116_START_DO,"P116 START PUSH BUTTON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROD_PURGE_SCADA_PB,"Sterilizer Production Purge SCADA Start",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_STATUS,"MONITORS IF IN CIP MODE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ON,"System Normally On Flag",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,OFF,"System Normally Off Flag",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_FIRST_SCAN,"System First Scan Flag",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,GREATER_THAN,"System Greater Than (GE) Flag",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,EQUALS,"System Equals (EQ) Flag",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LESS_THAN,"System Less Than (LE) Flag",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,MEMORYMINUSERROR,"MEMORY ERROR",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR300,"STOP COMMAND TO CHEM "AT PURGE CYCLE" & STERILI...",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR301,"VACUUM PUMP 2ND SETPOINT",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR302,"SPARE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR303,"SEPARATOR EXTRACT PUMP 2ND SETPOINT",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR304,"HOT WATER 2ND SETPOINT",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V116,"Vert. Condenser Cooling Water Valves",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR307,"to P117 controller to change speed durring caus...",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_ALARM,"AUDIBLE ALARM BUZZER",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR309,"VISUAL ALARM WARNING BEACON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILIZER_TO_EXT_VALVE,"Sterilizer to Ext. Valve",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,VERT_CONDENSER_CONDENSATE_RETURN,"Vert. Condenser Condensate Return (V114) 1=off",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V115,"Vert. Condenser CIP Valve",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR313,"BCD #2 I/O COMM. OMRON PLC",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR314,"BCD #3 I/O COMM. OMRON PLC",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CR315,"BCD #4 I/O COMM. OMRON PLC",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ALWAYSMINUSFALSE," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,PULSEMINUS1MINUS1,"PULSATION 1 SEC. ON 1 SEC. OFF",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_10SECONDSMINUS3,"10 SECONDS PULSATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P207CNT,"COUNTER PUMP 207",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ONDIVIDEOFFP207,"ON/OFF PUMP P207",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P208CNT,"PUMP P208 WEST RESET",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ONDIVIDEOFFP208,"ON/OFF PUMP P208",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,VTLAMP,"VOTATOR LAMP FLASH",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILMINUSTKMINUSWATE2,"STERILE TANK WATER CONTROL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V88AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V77AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V90AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V101ABAM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V93AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V100AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V91ABAM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V103AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V104AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V106AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V108ABAM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V109ABAM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V110AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P66AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P67AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P68AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P69AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P76AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P116AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P118AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P117AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P119AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P64AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P72AM," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V111AM,"V111AM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V111_SCADAMAN,"V111 SCADAMAN",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V112AM,"V112AM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V112SCADAMAN,"V112SCADAMAN",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V88SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V77SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V90SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V101ABSCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V93SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V100SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V91ABSCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V103SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V104SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V106SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V108ABSCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V109ABSCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V110SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P66SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P67SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P68SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P69SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P76SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P116SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P118SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P117SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P119SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P64SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P72SCADAMAN," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_STEAM_PRESSURE_ALM,"Sterilizer Low Steam Pressure Alarm",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V88,"STERILE TANK WATER VALVE V77",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V77,"BALANCE TANK WATER VALVE V88",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V90,"BALANCE TANK SPRAY BALL V-90",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V91,"CIP PUMP A ISOLATION VALVE V101",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V93,"STEAM VALVE V93",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SV405_BPV,"Back Pressure Valve Air supply V-98",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V99,"SEPARATOR VACUUM VALVE V99",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V100,"SEPARATOR CIP SPRAY BALL VALVE V100",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V101,"CIP PUMP B ISOLATION VALVES V91",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V103,"V103 STATUS (O/P INVERTED)",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V104,"V104 STATUS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V106,"STERILE TANK CIP SPRAY BALL V-106",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V107,"STERILE TANK BLOCKING VALVE V107 (N/O)",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V108,"CIP PUMP EAST VOTATOR ISOLATION VALVE V108",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V109,"CIP PUMP WEST VOTATOR ISOLATION VALVE V109",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V110,"BALANCE TANK CIP RETURN VALVE 110 N.O to drian ...",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS1,"PROCESS STARTED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS2,"START P116 / P76",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS3,"START P64",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS4,"START VACUUM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS5,"START VACUUM MONITORING",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS6,"START P64",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS7,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS8,"START STEAM / POSITION VALVES",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS9,"START STERILIZATION TIME",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS10,"SYSTEM STERILE (READY)",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS11,"TRANSITION TO PRODUCT",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS12,"START FEED CONTROL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS13,"WAITING FOR SEPARATOR LEVEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS14,"SYSTEM FORWARD (ONLINE)",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS15,"START PRODUCTION MONITORING",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_PS18,"LOW TEMP RECIRC TIME (2min)",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P200MINUSPULSE," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P207MINUSPULSE," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P208MINUSPULSE," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,V411MINUSPULSE," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS1,"CIP STARTED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS2,"EMPTY BALANCE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS3,"BALANCE TANK LEVEL CONTROL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS4,"VOTATOR PULSATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS5,"START STEAM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS6,"PRE-RINSE DONE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS7,"RINSE RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS8,"EMPTY BALANCE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS9,"FLUSH TO DRAIN",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS10,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS11,"RECIRCULATION DONE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS12,"DETERGENT WASH",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS13,"EMPTY BALANCE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS14,"RINSE #2",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS15,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS16,"EMPTY BALANCE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS17,"FLUSH TO DRAIN",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS18,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS19,"ADVANCE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS20,"ACID WASH",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS21,"EMPTY BALANCE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS22,"RINSE #3",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS23,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS24,"EMPTY BALANCE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS25,"STOP FEED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_CS26,"CIP DONE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHORT_CIP_REMINDER,">3Hrs from CIP to Startup - DO SHORT CIP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILE_TK_5,"Sterile TK > 5%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
