remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,EXT_ADDR_D11,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D12,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D13,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D14,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D15,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D16,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D17,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D18,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D19,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D21,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D22,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D23,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D24,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D25,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,SIGNALCND1,"Machine #1 Signal Conditioning",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D51,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,SCALELOW11,"Low Scale Machine 1 Input 1",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D53,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D54,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D55,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D56,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D57,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D58,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D59,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D60,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D61,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D62,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D63,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D64,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D65,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D66,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D67,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D68,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D69,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D70,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D71,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D72,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D73,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D74,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D75,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D76,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D77,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D78,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D79,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STK1AND2_LEVEL_SP,"EXT 1&2 Settling Tank low level Transfare setpoint",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STK3AND4_LEVEL_SP,"EXT 3&4 Settling Tank low level Transfare setpoint",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,UFHT1_LVL_FROM_SCADA,"UFHT#1 LVL from SCADA",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,UFHT2_LVL_FROM_SCADA,"UFHT#2 LVL from SCADA",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D84,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D85,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D86,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D87,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D88,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D89,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D90,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D91,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D92,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D93,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D94,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D95,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D96,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D97,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D98,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_15MININCR,"15 Minute Timer Increment",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_10MININCR,"10 Minute Increment Timer",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,WFVOLUMESET,"WFVOLUMESET",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D161,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D162,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D163,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D164,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D165,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D166,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D167,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D168,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D169,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D170,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D171,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D172,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D173,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D174,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D175,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D176,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D177,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D178,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D179,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D180,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D181,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D182,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D183,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D184,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D185,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D186,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D187,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D188,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D189,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D237,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_07MIN_07SEC,"07min : 07sec",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D262,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D263,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D264,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,XFRB_CONTROL_WORD_1,"XFRB Control Word #1",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_07HRS_7AM,"07Hrs (7am)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONTROL_WORD_2,"Control Word #2",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,SECOND,"Second",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,MINUTE,"Minute",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,HOUR,"Hour",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DAY,"Day",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,MONTH,"Month",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,YEAR,"Year",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,MIN_SEC,"MIN : SEC",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DAY_HOUR,"DAY : HOUR",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,YEAR_MONTH,"YEAR : MONTH",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,ADDTIONAL_MINUTES_AND_SECONDS,"Addtional Minutes and Seconds",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,ADDITIONAL_HOURS,"Additional Hours",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D281,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
ALIAS,,EXT_ADDR_D282,,,EXT_D_array[282],"(ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D283,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D284,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D285,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D286,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D287,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D288,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D289,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D290,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D291,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D292,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D293,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D294,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D295,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D296,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,MINSEC_HOLDER,"MIN/SEC HOLDER",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DAYHOUR_HOLDER,"DAY/HOUR HOLDER",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,MINUTE,"MINUTE",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,HOUR,"HOUR",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DAY,"DAY",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D305,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D306,,REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_FILL_TIME,"STANDARD_FILL_TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_HEATUP_TIME,"STANDARD_HEATUP_TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_DROP_TIME,"STANDARD DROP TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_TRANSFER_TIME,"STANDARD TRANSFER TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_AUTOJET_TIME,"STANDARD AUTOJET TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_DEMIN_TIME,"STANDARD DEMIN TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_EVAP_TIME,"STANDARD EVAP TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_STERILIZER_TIME,"STANDARD STERILIZER TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_CHEM_TIME,"STANDARD CHEM TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STANDARD_DROP4_TIME,"STANDARD DROP4 TIME",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DEMIN_C1A1,"DEMIN C1A1",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DEMIN_PLSHR,"DEMIN PLSHR",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,FILLING_DURATION,"FILLING DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,HEATUP_DURATION,"HEATUP_DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DROP_DURATION,"DROP DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,TRANSFER_DURATION,"TRANSFER DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AUTOJET_DURATION,"AUTOJET DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DEMIN_DURATION,"DEMIN DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EVAP_DURATION,"EVAP DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILIZER_DURATION,"STERILIZER DURATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
