[BLOCK TYPE,TAG,NEXT BLK,DESCRIPTION,INITIAL SCAN,SCAN TIME,SMOOTHING,I/O DEVICE,H/W OPTIONS,I/O ADDRESS,SIGNAL CONDITIONING,LOW EGU LIMIT,HIGH EGU LIMIT,EGU TAG,INITIAL A/M STATUS,ALARM ENABLE,ALARM AREA(S),LO LO ALARM LIMIT,LO ALARM LIMIT,HI ALARM LIMIT,HI HI ALARM LIMIT,ROC ALARM LIMIT,DEAD BAND,ALARM PRIORITY,ENABLE OUTPUT,SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Scale Enabled,Scale Clamping,Scale Use EGU,Scale Raw Low,Scale Raw High,Scale Low,Scale High,SHELVE ENABLE,SHELVE POLICY],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_PROD_PMP_FLOW,EXT_PROD_PMP_TOT,Extractor to UFHT Flow Rate,ON,1,0,IGS,,ABR_Central.Central.EXT_UFHT_GELYFLOW,4BCD,0,9999,L/min,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,Extractor to UFHT Flow Rate,NO,10000,3,Seconds,DISABLE,0.5,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_LEVEL_ST34_STPT_AR,,(NGC) Settling Tank 3&4 Stop Transfer Se,ON,2,0,IGS,,ABR_Central.Central.EXT_STK3AND4_LEVEL_SP,,0,9999,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_LEVEL_ST34_STPT_AI,,Settling Tank 3&4 Stop Transfer Setpoint,ON,1,0,IGS,,ABR_Central.Central.EXT_STK3AND4_LEVEL_SP,,0,9999,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_LEVEL_ST12_STPT_AR,,(NGC) Settling Tank 1&2 Stop Transfer Se,ON,2,0,IGS,,ABR_Central.Central.EXT_STK1AND2_LEVEL_SP,,0,9999,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_LEVEL_ST12_STPT_AI,,Settling Tank 1&2 Stop Transfer Setpoint,ON,1,0,IGS,,ABR_Central.Central.EXT_STK1AND2_LEVEL_SP,,0,9999,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PREWASH_1_STEP,N_PRE_PREWASH_1_FN,,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT1_STEP,4BCD,0,10000,,AUTO,DISABLE,NONE,0,0,10000,10000,0,500,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.N_PRE_PREWASH_1_STEP.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,10000,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PREWASH_1_TIME_SP1,,(NGC) Time Preset,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT1_PREWASH_AGT_SP,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PREWASH_1_TIME_SP1_AI,,Time Preset,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT1_PREWASH_AGT_SP,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PREWASH_1_TIME_SP2,,(NGC) Time Preset,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT1_PREWASH_DRAIN_SP,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_WATER_1_TOTAL,,(NGC) PRT1 Total Water,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT1_WATER_TOTAL,,0,99999,L,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT1 Total Water (F_CV),YES,10000,3,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,99999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_EXT_4,EXT_HU_TEMP_STPT_EXT_4_DEGC,EXT#4 Current Temperature Setpoint,ON,3,0,IGS,,ABR_Central.Central.EXT_4CURTEMPSP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_EXT_4.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_EXT_3,EXT_HU_TEMP_STPT_EXT_3_DEGC,EXT#3 Current Temperature Setpoint,ON,3,0,IGS,,ABR_Central.Central.EXT_3CURTEMPSP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_EXT_3.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_EXT_2,EXT_HU_TEMP_STPT_EXT_2_DEGC,EXT#2 Current Temperature Setpoint,ON,3,0,IGS,,ABR_Central.Central.EXT_2CURTEMPSP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_EXT_2.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_EXT_1,EXT_HU_TEMP_STPT_EXT_1_DEGC,EXT#1 Current Temperature Setpoint,ON,3,0,IGS,,ABR_Central.Central.EXT_1CURTEMPSP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_EXT_1.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_4TH_AI_AO,,4th COOK HU TEMP (degC),ON,1,0,IGS,,ABR_Central.Central.EXT_HU_TEMP_STPT_4TH_AI,,0,100,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,NO,0,1000,0,10000,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_4TH_AI,,4th COOK HU TEMP IN FROM PLC,ON,3,0,IGS,,ABR_Central.Central.EXT_4THCOOKTEMP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_1ST_AI.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_3RD_AI_AO,,3rd COOK HU TEMP (degC),ON,1,0,IGS,,ABR_Central.Central.EXT_HU_TEMP_STPT_3RD_AI,,0,100,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,NO,0,1000,0,10000,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_3RD_AI,,3rd COOK HU TEMP IN FROM PLC,ON,3,0,IGS,,ABR_Central.Central.EXT_3RDCOOKTEMP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_3RD_AI.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_2ND_AI_AO,,2nd COOK HU TEMP (degC),ON,1,0,IGS,,ABR_Central.Central.EXT_2ND_COOK_TEMP_S_P,,0,100,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,NO,0,1000,0,10000,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_2ND_AI,,2nd COOK HU TEMP IN FROM PLC,ON,1,0,IGS,,ABR_Central.Central.EXT_2NDCOOKTEMP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PREWASH_1_TIME_SP2_AI,,Time Preset,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT1_PREWASH_DRAIN_SP,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_1ST_AI_AO,,1st COOK HU TEMP (degC),ON,1,0,IGS,,ABR_Central.Central.EXT_1ST_COOK_TEMP_S_P,,0,100,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,NO,0,1000,0,10000,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_STPT_1ST_AI,,1st COOK HU TEMP IN FROM PLC,ON,3,0,IGS,,ABR_Central.Central.EXT_1STCOOKTEMP,4BCD,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,P,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.EXT_HU_TEMP_STPT_1ST_AI.F_CV,NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_4TH,,,ON,1,0,IGS,,ABR_Central.Central.EXT_HU_TEMP_4TH,,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_3RD,,,ON,1,0,IGS,,ABR_Central.Central.EXT_HU_TEMP_3RD,,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_AUTOJET_DURATION_TIMER,,,ON,"3,2",0,IGS,,ABR_Central.Central.EXT_AUTOJET_DURATION,,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.AUTOJET_DURATION_TIMER.F_CV,YES,10000,3,Milliseconds,ENABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_2ND,,,ON,1,0,IGS,,ABR_Central.Central.EXT_HU_TEMP_2ND,,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_HU_TEMP_1ST,,,ON,1,0,IGS,,ABR_Central.Central.EXT_HU_TEMP_1ST,,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_AUTOJET_STANDARD_TIME_AI,,,ON,"3,2",0,IGS,,ABR_Central.Central.EXT_STANDARD_AUTOJET_TIME,,0,9999,,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.AUTOJET_STANDARD_TIME_AI.F_CV,NO,1000,0,Seconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
