remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,EXT_ADDR_D14," (OMR D14)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D15," (OMR D15)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D16," (OMR D16)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D17," (OMR D17)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D18," (OMR D18)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D19," (OMR D19)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20," (OMR D20)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D21," (OMR D21)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D22," (OMR D22)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D23," (OMR D23)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D24," (OMR D24)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D25," (OMR D25)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SIGNALCND1,"Machine #1 Signal Conditioning (OMR D50)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D51," (OMR D51)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SCALELOW11,"Low Scale Machine 1 Input 1 (OMR D52)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D53," (OMR D53)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D54," (OMR D54)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D55," (OMR D55)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D56," (OMR D56)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D57," (OMR D57)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D58," (OMR D58)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D59," (OMR D59)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D60," (OMR D60)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D61," (OMR D61)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D62," (OMR D62)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D63," (OMR D63)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D64," (OMR D64)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D65," (OMR D65)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D66," (OMR D66)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D67," (OMR D67)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D68," (OMR D68)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D69," (OMR D69)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D70," (OMR D70)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D71," (OMR D71)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D72," (OMR D72)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D73," (OMR D73)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D74," (OMR D74)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D75," (OMR D75)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SETTLING_TANK1_COOK_EXT,"Settling Tank 1 Cook Number to EXT. PLC (OMR D76)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SETTLING_TANK2_COOK_EXT,"Settling Tank 2  Cook Number to EXT. PLC (OMR D77)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SETTLING_TANK3_COOK_EXT,"Settling Tank 3 Cook Number to EXT. PLC (OMR D78)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SETTLING_TANK4_COOK_EXT,"Settling Tank 4 Cook Number to EXT. PLC (OMR D79)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_STK1AND2_LEVEL_SP,"EXT 1&2 Settling Tank low level Transfare setpoint (OMR D80)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_STK3AND4_LEVEL_SP,"EXT 3&4 Settling Tank low level Transfare setpoint (OMR D81)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_UFHT1_LVL_TO_EXT,"UFHT#1 Level to EXT PLC Pass Thru (OMR D82)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_UFHT2_LVL_TO_EXT,"UFHT#2 Level to EXT PLC Pass Thru (OMR D83)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D84," (OMR D84)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D85," (OMR D85)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D86," (OMR D86)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D87," (OMR D87)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK1_1000_AI," (OMR D88)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK1_10000_AI," (OMR D89)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOKWF_1000_AI," (OMR D90)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOKWF_10000_AI," (OMR D91)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK2_1000_AI," (OMR D92)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK2_10000_AI," (OMR D93)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK3_1000_AI," (OMR D94)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK3_10000_AI," (OMR D95)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK4_1000_AI," (OMR D96)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STPT_COOK4_10000_AI," (OMR D97)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_UFHT_RECLAIM_KG,"UFHT Reclaim Added for SCADA Estimator (OMR D98)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_15MININCR,"15 Minute Timer Increment (OMR D99)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_10MININCR,"10 Minute Increment Timer (OMR D100)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_WFVOLUMESET,"  (OMR D160)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D161," (OMR D161)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D162," (OMR D162)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D163," (OMR D163)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D164," (OMR D164)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D165," (OMR D165)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D166," (OMR D166)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D167," (OMR D167)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D168," (OMR D168)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D169," (OMR D169)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D170," (OMR D170)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D171," (OMR D171)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D172," (OMR D172)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D173," (OMR D173)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D174," (OMR D174)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D175," (OMR D175)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D176," (OMR D176)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D177," (OMR D177)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D178," (OMR D178)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D179," (OMR D179)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D180," (OMR D180)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D181," (OMR D181)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D182," (OMR D182)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D183," (OMR D183)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D184," (OMR D184)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D185," (OMR D185)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D186," (OMR D186)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D187," (OMR D187)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D188," (OMR D188)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D189," (OMR D189)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D237," (OMR D237)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_07MIN_07SEC,"07min : 07sec (OMR D261)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D262," (OMR D262)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D263," (OMR D263)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D264," (OMR D264)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_XFRB_CONTROL_WORD_1,"XFRB Control Word #1 (OMR D265)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_07HRS_7AM,"07Hrs (7am) (OMR D266)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_CONTROL_WORD_2,"Control Word #2 (OMR D267)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_SECOND,"Second (OMR D270)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MINUTE,"Minute (OMR D271)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_HOUR,"Hour (OMR D272)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DAY,"Day (OMR D273)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MONTH,"Month (OMR D274)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_YEAR,"Year (OMR D275)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MIN_SEC,"MIN : SEC (OMR D276)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DAY_HOUR,"DAY : HOUR (OMR D277)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_YEAR_MONTH,"YEAR : MONTH (OMR D278)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDTIONAL_MINUTES_AND_SECONDS,"Addtional Minutes and Seconds (OMR D279)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDITIONAL_HOURS,"Additional Hours (OMR D280)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D281," (OMR D281)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
ALIAS,,EXT_ADDR_D282," (OMR D282)",,EXT_D_array[282],"(ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D283," (OMR D283)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D284," (OMR D284)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D285," (OMR D285)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D286," (OMR D286)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D287," (OMR D287)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D288," (OMR D288)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D289," (OMR D289)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D290," (OMR D290)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D291," (OMR D291)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D292," (OMR D292)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D293," (OMR D293)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4TH_COOK_START_CALC_RESULT," (OMR D294)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D295," (OMR D295)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D296," (OMR D296)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MINSEC_HOLDER,"MIN/SEC HOLDER (OMR D297)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DAYHOUR_HOLDER,"DAY/HOUR HOLDER (OMR D298)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_CALC_START_1ST_1,"MINUTE (OMR D300)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_CALC_START_1ST_2,"HOUR (OMR D301)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_CALC_START_1ST_3,"DAY (OMR D302)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D305," (OMR D305)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D306," (OMR D306)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_STANDARD_TIME_AI,"STANDARD_FILL_TIME (OMR D340)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_HEATUP_STANDARD_TIME_AI,"STANDARD_HEATUP_TIME (OMR D341)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DROP_STANDARD_TIME_AI,"STANDARD DROP TIME (OMR D342)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_TRANSFER_STANDARD_TIME_AI,"STANDARD TRANSFER TIME (OMR D343)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_AUTOJET_STANDARD_TIME_AI,"STANDARD AUTOJET TIME (OMR D344)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DEMIN_STANDARD_TIME_AI,"STANDARD DEMIN TIME (OMR D345)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_EVAP_STANDARD_TIME_AI,"STANDARD EVAP TIME (OMR D346)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_STER_STANDARD_TIME_AI,"STANDARD STERILIZER TIME (OMR D347)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_OSCIL_STANDARD_TIME_AI,"STANDARD CHEM TIME (OMR D348)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_COOK4_STANDARD_TIME_AI,"STANDARD DROP4 TIME (OMR D349)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DEMIN_STANDARD_TIME_1_AI,"DEMIN C1A1 (OMR D350)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DEMIN_STANDARD_TIME_3_AO,"DEMIN PLSHR (OMR D352)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FILL_DURATION_TIMER,"FILLING DURATION (OMR D360)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_HEATUP_DURATION_TIMER,"HEATUP_DURATION (OMR D361)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DROP_DURATION_TIMER,"DROP DURATION (OMR D362)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_TRANSFER_DURATION_TIMER,"TRANSFER DURATION (OMR D363)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_AUTOJET_DURATION_TIMER,"AUTOJET DURATION (OMR D364)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DEMIN_DURATION_TIMER,"DEMIN DURATION (OMR D365)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_EVAP_DURATION_TIMER,"EVAP DURATION (OMR D366)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_STER_DURATION_TIMER,"STERILIZER DURATION (OMR D367)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_OSCIL_DURATION_TIMER,"OSCILLATING DURATION (OMR D368)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_COOK4_DURATION_TIMER,"DROP4 DURATION (OMR D369)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_EXT1COOK,"Extractor #1 Cook (OMR D400)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_EXT2COOK,"Extractor #2 Cook (OMR D401)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_EXT3COOK,"Extractor #3 Cook (OMR D402)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_EXT4COOK,"Extractor #4 Cook (OMR D403)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_1CURTEMPSP,"Extractor #1 Current Temperature Set Point (OMR D405)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_2CURTEMPSP,"Extractor #2 Current Temperature Setpoint  (OMR D406)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_3CURTEMPSP,"Extractor #3 Current Temperature Setpoint  (OMR D407)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4CURTEMPSP,"Extractor #4 Current Temperature Setpoint  (OMR D408)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D409," (OMR D409)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D410," (OMR D410)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D411," (OMR D411)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D412," (OMR D412)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D415," (OMR D415)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D416," (OMR D416)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
